dpi	animal	observation	score
135	433	clasping front legs	0.0
135	433	convulsions	0.0
135	433	dehydrated	0.0
135	433	delayed hot plate response >5sec	0.0
135	433	doesn't reach for bar	0.0
135	433	doesn't see bar	0.0
135	433	head tilt	0.0
135	433	head-bobbing	0.0
135	433	hunched	0.0
135	433	increased vocalization	0.0
135	433	kyphosis	0.0
135	433	lacks balance on edge of cage	0.0
135	433	lacks righting reflex	0.0
135	433	lacks righting reflex (flipped on back by tail, not contact right reflex)	0.0
135	433	lethargic	0.0
135	433	moribund	0.0
135	433	neophobia (freezing)	2.0
135	433	no balance on bar	2.0
135	433	no bite reflex	0.0
135	433	no leg resistance	1.0
135	433	no reaction to toe pinch	0.0
135	433	paralysis	0.0
135	433	tail suspension: poor or no splay	2.0
135	433	weak grip: bar (fall only)	2.0
135	433	weak grip: grid, forelimb	2.0
135	433	weak grip: hindlimb hang	0.0
135	434	abnormal activity level: excited	0
135	434	abnormal activity level: slow	0
135	434	abnormal gait	0
135	434	abnormal landing from drop	0
135	434	abnormal pelvic elevation: high	0
135	434	abnormal pelvic elevation: low	0
135	434	abnormal posture	0
135	434	abnormal tail elevation	0
135	434	ataxia	0
135	434	bladder	2
135	434	blank stare	0
135	434	circling	0
135	434	clasping  front and back legs	1
135	434	clasping back legs	0
135	434	clasping front legs	2
135	434	convulsions	0
135	434	dehydrated	0
135	434	delayed hot plate response >5sec	0
135	434	doesn't reach for bar	0
135	434	doesn't see bar	0
135	434	head tilt	0
135	434	head-bobbing	0
135	434	hunched	0
135	434	increased vocalization	0
135	434	kyphosis	0
135	434	lacks balance on edge of cage	0
135	434	lacks righting reflex	0
135	434	lacks righting reflex (flipped on back by tail, not contact right reflex)	0
135	434	lethargic	0
135	434	moribund	0
135	434	neophobia (freezing)	0
135	434	no balance on bar	2
135	434	no bite reflex	0
135	434	no leg resistance	0
135	434	no reaction to toe pinch	0
135	434	paralysis	0
135	434	tail suspension: poor or no splay	2
135	434	weak grip: bar (fall only)	0
135	434	weak grip: grid, forelimb	0
135	434	weak grip: hindlimb hang	0
135	437	abnormal activity level: excited	0.0
135	437	abnormal activity level: slow	2.0
135	437	abnormal gait	0.0
135	437	abnormal landing from drop	1.0
135	437	abnormal pelvic elevation: high	0.0
135	437	abnormal pelvic elevation: low	0.0
135	437	abnormal posture	0.0
135	437	abnormal tail elevation	0.0
135	437	ataxia	0.0
135	437	bladder	2.0
135	437	blank stare	0.0
135	437	circling	0.0
135	437	clasping  front and back legs	0.0
135	437	clasping back legs	0.0
135	437	clasping front legs	0.0
135	437	convulsions	0.0
135	437	dehydrated	0.0
135	437	delayed hot plate response >5sec	0.0
135	437	doesn't reach for bar	0.0
135	437	doesn't see bar	0.0
135	437	head tilt	0.0
135	437	head-bobbing	0.0
135	437	hunched	0.0
135	437	increased vocalization	0.0
135	437	kyphosis	0.0
135	437	lacks balance on edge of cage	0.0
135	437	lacks righting reflex	0.0
135	437	lacks righting reflex (flipped on back by tail, not contact right reflex)	0.0
135	437	lethargic	0.0
135	437	moribund	0.0
135	437	neophobia (freezing)	2.0
135	437	no balance on bar	2.0
135	437	no bite reflex	0.0
135	437	no leg resistance	0.0
135	437	no reaction to toe pinch	0.0
135	437	paralysis	0.0
135	437	tail suspension: poor or no splay	1.0
135	437	weak grip: bar (fall only)	2.0
135	437	weak grip: grid, forelimb	1.0
135	437	weak grip: hindlimb hang	0.0
135	438	abnormal activity level: excited	2.0
135	438	abnormal activity level: slow	0.0
135	438	abnormal gait	1.0
135	438	abnormal landing from drop	0.0
135	438	abnormal pelvic elevation: high	0.0
135	438	abnormal pelvic elevation: low	0.0
135	438	abnormal posture	0.0
135	438	abnormal tail elevation	0.0
135	438	ataxia	0.0
135	438	bladder	0.0
135	438	blank stare	0.0
135	438	circling	0.0
135	438	clasping  front and back legs	2.0
135	438	clasping back legs	0.0
135	438	clasping front legs	0.0
135	438	convulsions	0.0
135	438	dehydrated	0.0
135	438	delayed hot plate response >5sec	0.0
135	438	doesn't reach for bar	0.0
135	438	doesn't see bar	0.0
135	438	head tilt	0.0
135	438	head-bobbing	0.0
135	438	hunched	0.0
135	438	increased vocalization	0.0
135	438	kyphosis	0.0
135	438	lacks balance on edge of cage	0.0
135	438	lacks righting reflex	0.0
135	438	lacks righting reflex (flipped on back by tail, not contact right reflex)	0.0
135	438	lethargic	0.0
135	438	moribund	0.0
135	438	neophobia (freezing)	0.0
135	438	no balance on bar	0.0
135	438	no bite reflex	0.0
135	438	no leg resistance	0.0
135	438	no reaction to toe pinch	0.0
135	438	paralysis	0.0
135	438	tail suspension: poor or no splay	0.0
135	438	weak grip: bar (fall only)	2.0
135	438	weak grip: grid, forelimb	0.0
135	438	weak grip: hindlimb hang	0.0
135	439	abnormal activity level: excited	0
135	439	abnormal activity level: slow	0
135	439	abnormal gait	0
135	439	abnormal landing from drop	0
135	439	abnormal pelvic elevation: high	0
135	439	abnormal pelvic elevation: low	0
135	439	abnormal posture	0
135	439	abnormal tail elevation	0
135	439	ataxia	0
135	439	bladder	2
135	439	blank stare	0
135	439	circling	0
135	439	clasping  front and back legs	0
135	439	clasping back legs	2
135	439	clasping front legs	0
135	439	convulsions	0
135	439	dehydrated	0
135	439	delayed hot plate response >5sec	0
135	439	doesn't reach for bar	0
135	439	doesn't see bar	0
135	439	head tilt	0
135	439	head-bobbing	0
135	439	hunched	0
135	439	increased vocalization	0
135	439	kyphosis	0
135	439	lacks balance on edge of cage	0
135	439	lacks righting reflex	0
135	439	lacks righting reflex (flipped on back by tail, not contact right reflex)	0
135	439	lethargic	0
135	439	moribund	0
135	439	neophobia (freezing)	0
135	439	no balance on bar	2
135	439	no bite reflex	0
135	439	no leg resistance	0
135	439	no reaction to toe pinch	0
135	439	paralysis	0
135	439	tail suspension: poor or no splay	2
135	439	weak grip: bar (fall only)	2
135	439	weak grip: grid, forelimb	1
135	439	weak grip: hindlimb hang	0
135	440	abnormal activity level: excited	0
135	440	abnormal activity level: slow	0
135	440	abnormal gait	1
135	440	abnormal landing from drop	0
135	440	abnormal pelvic elevation: high	0
135	440	abnormal pelvic elevation: low	0
135	440	abnormal posture	0
135	440	abnormal tail elevation	0
135	440	ataxia	0
135	440	bladder	1
135	440	blank stare	0
135	440	circling	0
135	440	clasping  front and back legs	2
135	440	clasping back legs	0
135	440	clasping front legs	0
135	440	convulsions	0
135	440	dehydrated	0
135	440	delayed hot plate response >5sec	0
135	440	doesn't reach for bar	0
135	440	doesn't see bar	0
135	440	head tilt	0
135	440	head-bobbing	0
135	440	hunched	0
135	440	increased vocalization	0
135	440	kyphosis	0
135	440	lacks balance on edge of cage	0
135	440	lacks righting reflex	0
135	440	lacks righting reflex (flipped on back by tail, not contact right reflex)	0
135	440	lethargic	0
135	440	moribund	0
135	440	neophobia (freezing)	2
135	440	no balance on bar	1
135	440	no bite reflex	0
135	440	no leg resistance	1
135	440	no reaction to toe pinch	0
135	440	paralysis	0
135	440	tail suspension: poor or no splay	1
135	440	weak grip: bar (fall only)	2
135	440	weak grip: grid, forelimb	2
135	440	weak grip: hindlimb hang	2
135	442	abnormal activity level: excited	0.0
135	442	abnormal activity level: slow	2.0
135	442	abnormal gait	0.0
135	442	abnormal landing from drop	0.0
135	442	abnormal pelvic elevation: high	0.0
135	442	abnormal pelvic elevation: low	1.0
135	442	abnormal posture	0.0
135	442	abnormal tail elevation	0.0
135	442	ataxia	0.0
135	442	bladder	0.0
135	442	blank stare	1.0
135	442	circling	0.0
135	442	clasping  front and back legs	0.0
135	442	clasping back legs	0.0
135	442	clasping front legs	0.0
135	442	convulsions	0.0
135	442	dehydrated	0.0
135	442	delayed hot plate response >5sec	0.0
135	442	doesn't reach for bar	0.0
135	442	doesn't see bar	0.0
135	442	head tilt	0.0
135	442	head-bobbing	0.0
135	442	hunched	0.0
135	442	increased vocalization	0.0
135	442	kyphosis	0.0
135	442	lacks balance on edge of cage	0.0
135	442	lacks righting reflex	0.0
135	442	lacks righting reflex (flipped on back by tail, not contact right reflex)	0.0
135	442	lethargic	0.0
135	442	moribund	0.0
135	442	neophobia (freezing)	2.0
135	442	no balance on bar	1.0
135	442	no bite reflex	0.0
135	442	no leg resistance	0.0
135	442	no reaction to toe pinch	0.0
135	442	paralysis	0.0
135	442	tail suspension: poor or no splay	0.0
135	442	weak grip: bar (fall only)	2.0
135	442	weak grip: grid, forelimb	1.0
135	442	weak grip: hindlimb hang	0.0
148	400	abnormal activity level: excited	0
148	400	abnormal activity level: slow	0
148	400	abnormal gait	0
148	400	abnormal landing from drop	0
148	400	abnormal pelvic elevation: high	0
148	400	abnormal pelvic elevation: low	0
148	400	abnormal posture	0
148	400	abnormal tail elevation	0
148	400	ataxia	0
148	400	bladder	2
148	400	blank stare	0
148	400	circling	0
148	400	clasping  front and back legs	0
148	400	clasping back legs	0
148	400	clasping front legs	0
148	400	convulsions	0
148	400	dehydrated	0
148	400	delayed hot plate response >5sec	0
148	400	doesn't reach for bar	0
148	400	doesn't see bar	0
148	400	head tilt	0
148	400	head-bobbing	0
148	400	hunched	0
148	400	increased vocalization	0
148	400	kyphosis	0
148	400	lacks balance on edge of cage	0
148	400	lacks righting reflex	0
148	400	lacks righting reflex (flipped on back by tail, not contact right reflex)	0
148	400	lethargic	0
148	400	moribund	0
148	400	neophobia (freezing)	0
148	400	no balance on bar	0
148	400	no bite reflex	1
148	400	no leg resistance	1
148	400	no reaction to toe pinch	0
148	400	paralysis	0
148	400	tail suspension: poor or no splay	0
148	400	weak grip: bar (fall only)	0
148	400	weak grip: grid, forelimb	0
148	400	weak grip: hindlimb hang	0
148	401	abnormal activity level: excited	0
148	401	abnormal activity level: slow	0
148	401	abnormal gait	0
148	401	abnormal landing from drop	0
148	401	abnormal pelvic elevation: high	0
148	401	abnormal pelvic elevation: low	0
148	401	abnormal posture	0
148	401	abnormal tail elevation	0
148	401	ataxia	0
148	401	bladder	0
148	401	blank stare	0
148	401	circling	0
148	401	clasping  front and back legs	0
148	401	clasping back legs	0
148	401	clasping front legs	0
148	401	convulsions	0
148	401	dehydrated	0
148	401	delayed hot plate response >5sec	0
148	401	doesn't reach for bar	0
148	401	doesn't see bar	0
148	401	head tilt	0
148	401	head-bobbing	0
148	401	hunched	0
148	401	increased vocalization	0
148	401	kyphosis	0
148	401	lacks balance on edge of cage	0
148	401	lacks righting reflex	0
148	401	lacks righting reflex (flipped on back by tail, not contact right reflex)	0
148	401	lethargic	0
148	401	moribund	0
148	401	neophobia (freezing)	2
148	401	no balance on bar	0
148	401	no bite reflex	2
148	401	no leg resistance	0
148	401	no reaction to toe pinch	0
148	401	paralysis	0
148	401	tail suspension: poor or no splay	0
148	401	weak grip: bar (fall only)	0
148	401	weak grip: grid, forelimb	0
148	401	weak grip: hindlimb hang	0
148	402	abnormal activity level: excited	0
148	402	abnormal activity level: slow	0
148	402	abnormal gait	0
148	402	abnormal landing from drop	0
148	402	abnormal pelvic elevation: high	0
148	402	abnormal pelvic elevation: low	0
148	402	abnormal posture	0
148	402	abnormal tail elevation	0
148	402	ataxia	0
148	402	bladder	0
148	402	blank stare	0
148	402	circling	0
148	402	clasping  front and back legs	0
148	402	clasping back legs	0
148	402	clasping front legs	0
148	402	convulsions	0
148	402	dehydrated	0
148	402	delayed hot plate response >5sec	0
148	402	doesn't reach for bar	0
148	402	doesn't see bar	0
148	402	head tilt	0
148	402	head-bobbing	0
148	402	hunched	0
148	402	increased vocalization	0
148	402	kyphosis	0
148	402	lacks balance on edge of cage	0
148	402	lacks righting reflex	0
148	402	lacks righting reflex (flipped on back by tail, not contact right reflex)	0
148	402	lethargic	0
148	402	moribund	0
148	402	neophobia (freezing)	2
148	402	no balance on bar	0
148	402	no bite reflex	0
148	402	no leg resistance	1
148	402	no reaction to toe pinch	0
148	402	paralysis	0
148	402	tail suspension: poor or no splay	0
148	402	weak grip: bar (fall only)	2
148	402	weak grip: grid, forelimb	0
148	402	weak grip: hindlimb hang	0
148	403	abnormal activity level: excited	0
148	403	abnormal activity level: slow	0
148	403	abnormal gait	0
148	403	abnormal landing from drop	0
148	403	abnormal pelvic elevation: high	0
148	403	abnormal pelvic elevation: low	0
148	403	abnormal posture	0
148	403	abnormal tail elevation	0
148	403	ataxia	0
148	403	bladder	2
148	403	blank stare	0
148	403	circling	0
148	403	clasping  front and back legs	0
148	403	clasping back legs	0
148	403	clasping front legs	0
148	403	convulsions	0
148	403	dehydrated	0
148	403	delayed hot plate response >5sec	0
148	403	doesn't reach for bar	0
148	403	doesn't see bar	0
148	403	head tilt	0
148	403	head-bobbing	0
148	403	hunched	0
148	403	increased vocalization	0
148	403	kyphosis	0
148	403	lacks balance on edge of cage	0
148	403	lacks righting reflex	0
148	403	lacks righting reflex (flipped on back by tail, not contact right reflex)	0
148	403	lethargic	0
148	403	moribund	0
148	403	neophobia (freezing)	0
148	403	no balance on bar	0
148	403	no bite reflex	2
148	403	no leg resistance	1
148	403	no reaction to toe pinch	0
148	403	paralysis	0
148	403	tail suspension: poor or no splay	0
148	403	weak grip: bar (fall only)	0
148	403	weak grip: grid, forelimb	0
148	403	weak grip: hindlimb hang	0
148	404	abnormal activity level: excited	0
148	404	abnormal activity level: slow	0
148	404	abnormal gait	0
148	404	abnormal landing from drop	0
148	404	abnormal pelvic elevation: high	0
148	404	abnormal pelvic elevation: low	0
148	404	abnormal posture	0
148	404	abnormal tail elevation	0
148	404	ataxia	0
148	404	bladder	0
148	404	blank stare	0
148	404	circling	0
148	404	clasping  front and back legs	2
148	404	clasping back legs	2
148	404	clasping front legs	0
148	404	convulsions	0
148	404	dehydrated	0
148	404	delayed hot plate response >5sec	0
148	404	doesn't reach for bar	0
148	404	doesn't see bar	0
148	404	head tilt	0
148	404	head-bobbing	0
148	404	hunched	0
148	404	increased vocalization	0
148	404	kyphosis	0
148	404	lacks balance on edge of cage	0
148	404	lacks righting reflex	0
148	404	lacks righting reflex (flipped on back by tail, not contact right reflex)	0
148	404	lethargic	0
148	404	moribund	0
148	404	neophobia (freezing)	0
148	404	no balance on bar	1
148	404	no bite reflex	1
148	404	no leg resistance	1
148	404	no reaction to toe pinch	0
148	404	paralysis	0
148	404	tail suspension: poor or no splay	0
148	404	weak grip: bar (fall only)	2
148	404	weak grip: grid, forelimb	2
148	404	weak grip: hindlimb hang	0
148	405	abnormal activity level: excited	0
148	405	abnormal activity level: slow	0
148	405	abnormal gait	0
148	405	abnormal landing from drop	0
148	405	abnormal pelvic elevation: high	0
148	405	abnormal pelvic elevation: low	0
148	405	abnormal posture	0
148	405	abnormal tail elevation	0
148	405	ataxia	0
148	405	bladder	0
148	405	blank stare	0
148	405	circling	0
148	405	clasping  front and back legs	0
148	405	clasping back legs	0
148	405	clasping front legs	0
148	405	convulsions	0
148	405	dehydrated	0
148	405	delayed hot plate response >5sec	0
148	405	doesn't reach for bar	0
148	405	doesn't see bar	0
148	405	head tilt	0
148	405	head-bobbing	0
148	405	hunched	0
148	405	increased vocalization	0
148	405	kyphosis	0
148	405	lacks balance on edge of cage	0
148	405	lacks righting reflex	0
148	405	lacks righting reflex (flipped on back by tail, not contact right reflex)	0
148	405	lethargic	0
148	405	moribund	0
148	405	neophobia (freezing)	0
148	405	no balance on bar	0
148	405	no bite reflex	0
148	405	no leg resistance	0
148	405	no reaction to toe pinch	0
148	405	paralysis	0
148	405	tail suspension: poor or no splay	0
148	405	weak grip: bar (fall only)	2
148	405	weak grip: grid, forelimb	0
148	405	weak grip: hindlimb hang	0
148	406	abnormal activity level: excited	0
148	406	abnormal activity level: slow	0
148	406	abnormal gait	0
148	406	abnormal landing from drop	0
148	406	abnormal pelvic elevation: high	0
148	406	abnormal pelvic elevation: low	0
148	406	abnormal posture	0
148	406	abnormal tail elevation	0
148	406	ataxia	0
148	406	bladder	1
148	406	blank stare	0
148	406	circling	0
148	406	clasping  front and back legs	0
148	406	clasping back legs	0
148	406	clasping front legs	0
148	406	convulsions	0
148	406	dehydrated	0
148	406	delayed hot plate response >5sec	0
148	406	doesn't reach for bar	0
148	406	doesn't see bar	0
148	406	head tilt	0
148	406	head-bobbing	0
148	406	hunched	0
148	406	increased vocalization	0
148	406	kyphosis	0
148	406	lacks balance on edge of cage	0
148	406	lacks righting reflex	0
